Date,Temperature,Load
2024-04-23,39.16939144690151,1919.0
2024-04-24,33.79111433103169,1686.0
2024-04-25,34.70914098560939,1781.0
2024-04-26,33.96413448383636,1688.0
2024-04-27,31.62103683211003,1447.0
2024-04-28,36.16621885532497,1676.0
2024-04-29,35.30398810510891,1768.0
2024-04-30,35.29912708117931,1753.0
2024-05-01,31.812646370909633,1598.0
2024-05-02,36.348810319370465,1807.0
2024-05-03,30.64878844794607,1584.0
2024-05-04,34.53296898178691,1650.0
2024-05-05,37.64445323885905,1738.0
2024-05-06,31.18430786419778,1539.0
2024-05-07,31.932204004003903,1585.0
2024-05-08,33.16113136800144,1687.0
2024-05-09,31.849547242554745,1533.0
2024-05-10,29.647513551538143,1518.0
2024-05-11,32.776012077517485,1491.0
2024-05-12,30.402060847867872,1418.0
2024-05-13,33.359404969756326,1698.0
2024-05-14,30.456727072397268,1528.0
2024-05-15,35.27663794679469,1713.0
2024-05-16,30.4893295163993,1452.0
2024-05-17,31.288689236458424,1589.0
2024-05-18,33.4347685295095,1570.0
2024-05-19,29.218910009267425,1508.0
2024-05-20,32.00648344129911,1565.0
2024-05-21,34.034832640930496,1672.0
2024-05-22,28.07266167683589,1512.0
2024-05-23,31.522113716697888,1640.0
2024-05-24,31.53600622074607,1557.0
2024-05-25,32.44149826647936,1512.0
2024-05-26,28.26382125728708,1430.0
2024-05-27,27.95497939793321,1509.0
2024-05-28,31.496287516640304,1538.0
2024-05-29,30.901269828085706,1546.0
2024-05-30,30.66160961085028,1580.0
2024-05-31,30.705314553451707,1477.0
2024-06-01,28.50267762792992,1407.0
2024-06-02,30.176102471060645,1372.0
2024-06-03,30.14521188168195,1566.0
2024-06-04,27.976485007452215,1424.0
2024-06-05,32.98155242198506,1591.0
2024-06-06,30.04122542997979,1521.0
2024-06-07,26.55329577215937,1578.0
2024-06-08,30.09018686930731,1400.0
2024-06-09,26.667773966843033,1372.0
2024-06-10,30.03029233419224,1595.0
2024-06-11,30.61127598026011,1452.0
2024-06-12,26.489705772654847,1390.0
2024-06-13,29.893880451223552,1522.0
2024-06-14,28.627868605865157,1475.0
2024-06-15,29.280775247269048,1349.0
2024-06-16,31.26380777011725,1486.0
2024-06-17,26.812280470300383,1512.0
2024-06-18,25.627736825682984,1472.0
2024-06-19,25.18770003868472,1436.0
2024-06-20,25.166045287324746,1544.0
2024-06-21,26.473866710556965,1533.0
2024-06-22,27.140295918832038,1395.0
2024-06-23,26.84086337318585,1492.0
2024-06-24,27.770956569288998,1446.0
2024-06-25,25.971371281927805,1424.0
2024-06-26,28.680932946649264,1465.0
2024-06-27,25.07281910718202,1498.0
2024-06-28,30.870560663224545,1547.0
2024-06-29,26.50951909780134,1388.0
2024-06-30,23.37175485605432,1418.0
2024-07-01,22.772145034990896,1437.0
2024-07-02,25.706760428215045,1572.0
2024-07-03,24.122852099302996,1496.0
2024-07-04,25.825868214526256,1556.0
2024-07-05,25.172610456812457,1517.0
2024-07-06,23.908974676514262,1423.0
2024-07-07,22.189822492646247,1428.0
2024-07-08,20.682823776102463,1522.0
2024-07-09,22.648978126667213,1532.0
2024-07-10,25.084727459261778,1566.0
2024-07-11,23.630521631004786,1510.0
2024-07-12,20.54179354464026,1535.0
2024-07-13,23.211152697304406,1396.0
2024-07-14,23.467578057151556,1472.0
2024-07-15,20.762063322788382,1466.0
2024-07-16,22.670795284610982,1590.0
2024-07-17,22.314110684899838,1498.0
2024-07-18,19.746931211603854,1428.0
2024-07-19,22.5845043113383,1506.0
2024-07-20,22.827484230491166,1366.0
2024-07-21,23.70997935964322,1442.0
2024-07-22,23.490466796772132,1467.0
2024-07-23,18.46758161204617,1478.0
2024-07-24,19.18844715360509,1406.0
2024-07-25,21.93651094626111,1477.0
2024-07-26,21.777568502128876,1379.0
2024-07-27,21.624907529107144,1321.0
2024-07-28,28.14639604622485,1438.0
2024-07-29,21.430185944647693,1539.0
2024-07-30,22.408404209274295,1521.0
2024-07-31,21.895585392528652,1452.0
2024-08-01,21.142158592453068,1498.0
2024-08-02,19.062161029099975,1500.0
2024-08-03,21.065534055580027,1342.0
2024-08-04,17.858456946823097,1475.0
2024-08-05,18.788640107476738,1544.0
2024-08-06,18.151420381417058,1489.0
2024-08-07,19.147507646523415,1501.0
2024-08-08,23.476471133713737,1510.0
2024-08-09,14.97784146885816,1399.0
2024-08-10,19.951973248383393,1388.0
2024-08-11,15.223004685529848,1366.0
2024-08-12,17.375497626285803,1450.0
2024-08-13,20.370167099164572,1486.0
2024-08-14,18.195747769321155,1590.0
2024-08-15,15.788674343069612,1532.0
2024-08-16,16.392623444720446,1471.0
2024-08-17,19.063619957004477,1429.0
2024-08-18,16.127046628079768,1470.0
2024-08-19,17.906248903843867,1546.0
2024-08-20,17.452257551902196,1503.0
2024-08-21,15.947958891117958,1468.0
2024-08-22,21.431389627863506,1535.0
2024-08-23,18.30600940680987,1520.0
2024-08-24,12.88491536347534,1508.0
2024-08-25,17.207528115079697,1432.0
2024-08-26,15.412885083224129,1552.0
2024-08-27,18.345611875406085,1473.0
2024-08-28,14.962467949603967,1567.0
2024-08-29,16.227305419567934,1510.0
2024-08-30,17.378553277461798,1604.0
2024-08-31,18.014447201247027,1366.0
2024-09-01,13.79928514615309,1523.0
2024-09-02,15.450424302023176,1510.0
2024-09-03,15.091716470329,1467.0
2024-09-04,14.659783511605735,1486.0
2024-09-05,19.424862179620032,1484.0
2024-09-06,16.634127161327978,1521.0
2024-09-07,13.235324869398974,1479.0
2024-09-08,17.528484583729757,1371.0
2024-09-09,19.87549893107095,1499.0
2024-09-10,17.637319087198087,1607.0
2024-09-11,12.477644267970255,1662.0
2024-09-12,14.494721887963042,1537.0
2024-09-13,17.94664412850028,1502.0
2024-09-14,13.949955583120952,1438.0
2024-09-15,16.208261026051815,1431.0
2024-09-16,16.82808614056806,1449.0
2024-09-17,13.386033550520152,1536.0
2024-09-18,15.0848123714215,1417.0
2024-09-19,8.688199800062034,1709.0
2024-09-20,13.091743217693118,1590.0
2024-09-21,14.608087794890276,1388.0
2024-09-22,12.593292996135755,1551.0
2024-09-23,18.332254115189127,1439.0
2024-09-24,12.18866413307176,1511.0
2024-09-25,14.153322009064333,1537.0
2024-09-26,15.282309545918261,1552.0
2024-09-27,17.893749422281896,1584.0
2024-09-28,12.13281289076755,1463.0
2024-09-29,17.32716091776254,1454.0
2024-09-30,15.020558724677272,1498.0
2024-10-01,13.03929767810519,1550.0
2024-10-02,15.931706836129706,1544.0
2024-10-03,15.413765179591298,1533.0
2024-10-04,13.826316514600855,1456.0
2024-10-05,15.180414208508246,1474.0
2024-10-06,14.28719373733696,1490.0
2024-10-07,15.304812596323172,1469.0
2024-10-08,16.424936398168562,1520.0
2024-10-09,18.29853920835084,1525.0
2024-10-10,12.679630834825378,1583.0
2024-10-11,19.45300204659644,1472.0
2024-10-12,11.31734098589843,1477.0
2024-10-13,14.955425258204627,1400.0
2024-10-14,16.475995194454082,1559.0
2024-10-15,15.904584358921515,1527.0
2024-10-16,14.143303121635805,1507.0
2024-10-17,15.021407233366391,1539.0
2024-10-18,14.503432967730799,1372.0
2024-10-19,14.36530661184015,1476.0
2024-10-20,17.300643614623095,1313.0
2024-10-21,16.37565868370084,1482.0
2024-10-22,14.338763973686726,1464.0
2024-10-23,17.589486873700157,1435.0
2024-10-24,16.473319159899884,1558.0
2024-10-25,17.55558610965156,1477.0
2024-10-26,17.26294898732479,1417.0
2024-10-27,14.42219651356037,1415.0
2024-10-28,15.038962820172422,1524.0
2024-10-29,17.735670158804094,1504.0
2024-10-30,17.54617698357096,1436.0
2024-10-31,16.370557229313675,1550.0
2024-11-01,16.736483851342285,1475.0
2024-11-02,19.149145735232064,1322.0
2024-11-03,15.505150958670262,1379.0
2024-11-04,17.87942922931593,1575.0
2024-11-05,16.480224105058603,1543.0
2024-11-06,16.551026711798787,1483.0
2024-11-07,19.288097136406606,1483.0
2024-11-08,18.8478741872683,1484.0
2024-11-09,18.932871003161896,1504.0
2024-11-10,20.027899529523033,1419.0
2024-11-11,17.572286806299964,1522.0
2024-11-12,19.009735712950068,1552.0
2024-11-13,17.143026103853963,1512.0
2024-11-14,18.531766482159135,1487.0
2024-11-15,17.74513062074816,1490.0
2024-11-16,18.32346425774876,1396.0
2024-11-17,19.445877862544368,1398.0
2024-11-18,16.74721245111027,1536.0
2024-11-19,22.698478941021104,1503.0
2024-11-20,16.63364222809882,1537.0
2024-11-21,16.351155290015857,1496.0
2024-11-22,21.231453045848873,1504.0
2024-11-23,20.636058518318233,1300.0
2024-11-24,20.440236899566294,1446.0
2024-11-25,20.589673455617376,1517.0
2024-11-26,19.451153322629967,1550.0
2024-11-27,17.82543954164535,1355.0
2024-11-28,19.91745304273195,1604.0
2024-11-29,18.558967138454737,1493.0
2024-11-30,22.012483965235727,1455.0
2024-12-01,19.91854683583784,1348.0
2024-12-02,18.713502897386466,1531.0
2024-12-03,19.874934899289904,1447.0
2024-12-04,21.49810698304693,1469.0
2024-12-05,19.70061486826888,1596.0
2024-12-06,19.3406793168074,1490.0
2024-12-07,21.630740360547748,1411.0
2024-12-08,21.792687713310713,1444.0
2024-12-09,20.44935242749402,1525.0
2024-12-10,20.682694392822217,1508.0
2024-12-11,22.251403257791623,1518.0
2024-12-12,19.054619070442456,1620.0
2024-12-13,19.30024812244079,1497.0
2024-12-14,20.843529982154074,1410.0
2024-12-15,22.019572745414425,1453.0
2024-12-16,23.23508747113651,1555.0
2024-12-17,25.731497303857434,1559.0
2024-12-18,24.664274247717845,1532.0
2024-12-19,22.797855841640708,1443.0
2024-12-20,23.249036142379843,1582.0
2024-12-21,21.451853064081572,1343.0
2024-12-22,23.59018600688257,1415.0
2024-12-23,23.220602273166197,1462.0
2024-12-24,24.614420146201823,1497.0
2024-12-25,22.48589012552089,1516.0
2024-12-26,25.35066876045914,1516.0
2024-12-27,27.54928115377261,1521.0
2024-12-28,24.438263586858827,1481.0
2024-12-29,25.63128988263953,1423.0
2024-12-30,26.38028798342223,1488.0
2024-12-31,24.36969261778667,1548.0
2025-01-01,25.62031852517918,1559.0
2025-01-02,25.369400917791047,1439.0
2025-01-03,25.7115488693302,1530.0
2025-01-04,24.142004700312267,1435.0
2025-01-05,25.90866833589235,1385.0
2025-01-06,27.027013556965247,1569.0
2025-01-07,29.10436766458361,1492.0
2025-01-08,28.291329373303064,1506.0
2025-01-09,30.849453121665924,1525.0
2025-01-10,25.178236316038674,1501.0
2025-01-11,28.6269083718738,1345.0
2025-01-12,27.417729010162894,1328.0
2025-01-13,31.598820996477,1644.0
2025-01-14,25.770131089349196,1458.0
2025-01-15,25.87408926680032,1450.0
2025-01-16,26.520796284453013,1392.0
2025-01-17,23.637032880186474,1468.0
2025-01-18,26.99770220320137,1334.0
2025-01-19,26.694431293816248,1482.0
2025-01-20,28.676016568893548,1550.0
2025-01-21,29.220273173318034,1466.0
2025-01-22,32.4495871073385,1711.0
2025-01-23,30.757481738808174,1579.0
2025-01-24,27.861072580734927,1484.0
2025-01-25,27.375106683426456,1275.0
2025-01-26,30.311594268517325,1527.0
2025-01-27,26.841827003362823,1431.0
2025-01-28,33.298420240737215,1550.0
2025-01-29,32.14621864260046,1637.0
2025-01-30,28.999404197390362,1622.0
2025-01-31,26.66044038033929,1569.0
2025-02-01,32.94190082198633,1546.0
2025-02-02,30.15097202487776,1436.0
2025-02-03,32.99998575562312,1663.0
2025-02-04,27.478162245322444,1538.0
2025-02-05,29.609252688630463,1514.0
2025-02-06,30.957754269044003,1544.0
2025-02-07,31.178729888680746,1544.0
2025-02-08,30.32033654145019,1375.0
2025-02-09,32.60002287359677,1490.0
2025-02-10,29.351054751584623,1415.0
2025-02-11,31.331587212380192,1548.0
2025-02-12,31.985027451753254,1530.0
2025-02-13,32.899405340354164,1561.0
2025-02-14,33.417813026694255,1646.0
2025-02-15,29.867282039142008,1470.0
2025-02-16,29.16821204148788,1446.0
2025-02-17,34.909523873436875,1618.0
2025-02-18,33.134348900924735,1576.0
2025-02-19,31.08608501167252,1590.0
2025-02-20,35.79645221988442,1683.0
2025-02-21,33.03430777929347,1610.0
2025-02-22,35.26805093569543,1638.0
2025-02-23,33.14864784456698,1478.0
2025-02-24,37.23688643983758,1795.0
2025-02-25,36.72544721791055,1702.0
2025-02-26,32.81377796669993,1582.0
2025-02-27,35.349325958253495,1730.0
2025-02-28,34.78892281444558,1612.0
2025-03-01,36.32490269782273,1675.0
2025-03-02,31.74471662613576,1469.0
2025-03-03,35.13101997143931,1733.0
2025-03-04,35.95752407313282,1749.0
2025-03-05,30.402334491749258,1584.0
2025-03-06,31.629791671190883,1571.0
2025-03-07,29.991673772506157,1479.0
2025-03-08,33.602466212964224,1550.0
2025-03-09,35.64479738875827,1653.0
2025-03-10,37.28013093998402,1794.0
2025-03-11,34.4865618490688,1681.0
2025-03-12,37.65579167056154,1771.0
2025-03-13,31.695760957841642,1535.0
2025-03-14,31.103800284241228,1474.0
2025-03-15,34.45125286812582,1666.0
2025-03-16,35.37942873660162,1553.0
2025-03-17,34.59200988036036,1649.0
2025-03-18,30.56575501843532,1487.0
2025-03-19,34.562764472698625,1727.0
2025-03-20,32.16954441404686,1572.0
2025-03-21,36.15240980037617,1808.0
2025-03-22,35.57793465971462,1589.0
2025-03-23,32.99373485128515,1534.0
2025-03-24,33.87159111620015,1613.0
2025-03-25,32.80379505040141,1719.0
2025-03-26,34.81682087439318,1633.0
2025-03-27,36.86947460247427,1790.0
2025-03-28,33.001797638410466,1652.0
2025-03-29,35.99244724259133,1660.0
2025-03-30,33.93198487565195,1548.0
2025-03-31,33.41193935527422,1630.0
2025-04-01,34.78584667745279,1694.0
2025-04-02,32.928681941708625,1610.0
2025-04-03,33.88816419617921,1704.0
2025-04-04,32.59304137067264,1714.0
2025-04-05,38.9086218744867,1728.0
2025-04-06,35.037116121485155,1533.0
2025-04-07,33.551602095021806,1638.0
2025-04-08,35.360528314142584,1843.0
2025-04-09,34.68648454055288,1647.0
2025-04-10,34.44483670325696,1760.0
2025-04-11,36.08781489972516,1827.0
2025-04-12,36.34428093989443,1626.0
2025-04-13,33.73513462123384,1578.0
2025-04-14,33.608469025034324,1726.0
2025-04-15,34.17107857198733,1648.0
2025-04-16,30.07553550076947,1493.0
2025-04-17,31.604323361244386,1535.0
2025-04-18,37.320926704762016,1742.0
2025-04-19,37.82674539330703,1681.0
2025-04-20,33.98554372100895,1498.0
2025-04-21,35.580725360015734,1725.0
2025-04-22,34.99131377204139,1661.0
2025-04-23,40.46500092729027,1930.0
2025-04-24,36.48205704480009,1681.0
2025-04-25,33.920001077632406,1673.0
2025-04-26,32.19496541974131,1529.0
2025-04-27,30.820665382731704,1333.0
2025-04-28,34.36532017908354,1693.0
2025-04-29,32.36787173572632,1656.0
2025-04-30,30.955614620540008,1478.0
2025-05-01,32.42391741860816,1681.0
2025-05-02,31.46832527327032,1580.0
2025-05-03,36.917504967643396,1641.0
2025-05-04,35.21577008742953,1606.0
2025-05-05,33.34330951155314,1662.0
2025-05-06,36.22343026501915,1753.0
2025-05-07,33.320117129754394,1660.0
2025-05-08,31.34223106055292,1508.0
2025-05-09,36.00807679236547,1749.0
2025-05-10,33.93431863815646,1487.0
2025-05-11,30.674348105017494,1421.0
2025-05-12,32.25820877173821,1545.0
2025-05-13,30.77543176855057,1494.0
2025-05-14,29.646620646557288,1562.0
2025-05-15,34.147930635928155,1720.0
2025-05-16,35.99560241769988,1770.0
2025-05-17,29.258700953433493,1345.0
2025-05-18,33.058750742250915,1507.0
2025-05-19,30.50644895652651,1581.0
2025-05-20,30.706387874605944,1535.0
2025-05-21,30.366775723613113,1631.0
2025-05-22,29.692565593006005,1520.0
2025-05-23,31.384671401848,1565.0
2025-05-24,29.4909457668112,1385.0
2025-05-25,31.557154283808902,1469.0
2025-05-26,30.77737630402646,1523.0
2025-05-27,30.259826585310424,1546.0
2025-05-28,28.78076530001857,1548.0
2025-05-29,29.298861724269845,1461.0
2025-05-30,31.818082933270844,1506.0
2025-05-31,31.16245828540729,1355.0
2025-06-01,28.057307644860654,1425.0
2025-06-02,30.061391681945352,1447.0
2025-06-03,31.214369323482217,1441.0
2025-06-04,26.220256372841845,1519.0
2025-06-05,30.491908228264823,1644.0
2025-06-06,27.92475588180385,1500.0
2025-06-07,30.234756925342534,1451.0
2025-06-08,27.409384453479632,1404.0
2025-06-09,25.16731545071061,1495.0
2025-06-10,25.36205243153135,1546.0
2025-06-11,28.5522930200301,1485.0
2025-06-12,28.813529825688267,1513.0
2025-06-13,26.32243715914945,1516.0
2025-06-14,29.244313110289657,1367.0
2025-06-15,24.47926662745424,1450.0
2025-06-16,27.504495329985435,1491.0
2025-06-17,25.048189405284443,1462.0
2025-06-18,25.999384486701803,1527.0
2025-06-19,27.23000649703079,1455.0
2025-06-20,25.245902167367863,1501.0
2025-06-21,26.028554768795974,1400.0
2025-06-22,28.64065574781405,1454.0
2025-06-23,25.304208230152454,1524.0
2025-06-24,27.958865998656094,1499.0
2025-06-25,23.857176361901715,1541.0
2025-06-26,27.004975854002556,1570.0
2025-06-27,28.657002033650432,1528.0
2025-06-28,20.658843773403355,1401.0
2025-06-29,23.836431819104355,1334.0
2025-06-30,26.412328656632408,1447.0
2025-07-01,24.6799791968009,1485.0
2025-07-02,25.656221777855738,1470.0
2025-07-03,23.533845224297032,1491.0
2025-07-04,24.742957244900495,1503.0
2025-07-05,24.086512755557912,1426.0
2025-07-06,26.561699330984982,1396.0
2025-07-07,24.563474188430433,1524.0
2025-07-08,24.55861525293346,1503.0
2025-07-09,22.888764293229258,1401.0
2025-07-10,22.56679558265627,1453.0
2025-07-11,22.506813494975592,1493.0
2025-07-12,23.99123842750097,1340.0
2025-07-13,22.191302140423712,1430.0
2025-07-14,23.444340559394867,1577.0
2025-07-15,26.847744894984757,1561.0
2025-07-16,24.27202760205403,1489.0
2025-07-17,21.711298008384244,1575.0
2025-07-18,24.600121092335726,1507.0
2025-07-19,21.216721061221996,1383.0
2025-07-20,17.792680520286027,1369.0
2025-07-21,19.68974255591989,1485.0
2025-07-22,17.802293031240957,1481.0
2025-07-23,20.679835724619707,1509.0
2025-07-24,21.259757106339457,1508.0
2025-07-25,24.4169718579859,1500.0
2025-07-26,21.560295159372114,1422.0
2025-07-27,20.31179554268673,1460.0
2025-07-28,22.253623318862026,1547.0
2025-07-29,16.01866244689964,1426.0
2025-07-30,20.75963403947849,1372.0
2025-07-31,21.679003316687034,1547.0
2025-08-01,17.030409373982565,1432.0
2025-08-02,22.12688417625533,1389.0
2025-08-03,20.369692333369496,1341.0
2025-08-04,18.71701978679189,1410.0
2025-08-05,20.66967110811081,1527.0
2025-08-06,23.803663036565545,1538.0
2025-08-07,19.485879987192256,1471.0
2025-08-08,19.480200540351444,1370.0
2025-08-09,17.928432201286235,1373.0
2025-08-10,17.012683115112072,1420.0
2025-08-11,20.240124500722857,1426.0
2025-08-12,16.736268776091418,1509.0
2025-08-13,18.462493832303455,1499.0
2025-08-14,17.236951011699606,1529.0
2025-08-15,19.02514738262301,1506.0
2025-08-16,18.61148810950212,1351.0
2025-08-17,19.89831075175618,1460.0
2025-08-18,16.684391661425632,1492.0
2025-08-19,17.0480300209273,1499.0
2025-08-20,15.515804293115302,1453.0
2025-08-21,16.472527351942347,1478.0
2025-08-22,18.005760572419298,1456.0
2025-08-23,18.65747868250356,1391.0
2025-08-24,15.193840713818597,1486.0
2025-08-25,18.674412377001875,1431.0
2025-08-26,19.545895203150742,1419.0
2025-08-27,17.563327819208308,1574.0
2025-08-28,20.39433683092977,1490.0
2025-08-29,14.999931028262221,1467.0
2025-08-30,13.967468895878898,1483.0
2025-08-31,12.811138221692328,1435.0
2025-09-01,19.275025435885148,1591.0
2025-09-02,17.50860927297276,1534.0
2025-09-03,16.00825743188416,1476.0
2025-09-04,16.601544345290556,1608.0
2025-09-05,13.715463882156405,1508.0
2025-09-06,20.78545765829149,1437.0
2025-09-07,16.08260610335652,1415.0
2025-09-08,15.975882367278851,1565.0
2025-09-09,17.14429393741759,1578.0
2025-09-10,16.593205000519113,1502.0
2025-09-11,16.020156614654056,1462.0
2025-09-12,13.935435288987659,1555.0
2025-09-13,16.406126747967537,1366.0
2025-09-14,19.176870823077103,1501.0
2025-09-15,18.05613460666847,1507.0
2025-09-16,18.506995423038152,1482.0
2025-09-17,14.256386680847019,1532.0
2025-09-18,13.260684853159155,1485.0
2025-09-19,14.952289243345804,1453.0
2025-09-20,15.282184304777568,1460.0
2025-09-21,17.328901537303594,1367.0
2025-09-22,11.728294838246958,1546.0
2025-09-23,18.147959998986682,1527.0
2025-09-24,14.751415710167878,1567.0
2025-09-25,14.195184749098186,1560.0
2025-09-26,13.009202231937964,1610.0
2025-09-27,11.711115047614541,1461.0
2025-09-28,16.657544012073494,1329.0
2025-09-29,15.151173127503235,1575.0
2025-09-30,12.420911613970514,1561.0
2025-10-01,12.409935058510866,1565.0
2025-10-02,14.330745581620835,1586.0
2025-10-03,18.34554293818195,1528.0
2025-10-04,14.49646308571715,1438.0
2025-10-05,12.020464362682233,1598.0
2025-10-06,14.54932391035632,1481.0
2025-10-07,14.512373791565139,1561.0
2025-10-08,9.684004619937532,1662.0
2025-10-09,14.992085316090845,1514.0
2025-10-10,14.66463651564278,1586.0
2025-10-11,16.547674562105914,1425.0
2025-10-12,18.884847487174596,1427.0
2025-10-13,17.47464664403895,1554.0
2025-10-14,14.721218067166133,1490.0
2025-10-15,13.086308964001589,1515.0
2025-10-16,20.48932022995117,1448.0
2025-10-17,15.507139029305968,1402.0
2025-10-18,15.465510317906833,1503.0
2025-10-19,15.441184662828457,1345.0
2025-10-20,15.940205647264282,1489.0
2025-10-21,15.312718596733161,1486.0
2025-10-22,14.514303698010275,1530.0
2025-10-23,14.63086528172725,1552.0
2025-10-24,15.724780582401657,1543.0
2025-10-25,14.771870575879134,1378.0
2025-10-26,14.50417030661931,1407.0
2025-10-27,16.21655175886136,1514.0
2025-10-28,15.570232100562805,1488.0
2025-10-29,19.167310877731737,1580.0
2025-10-30,10.939143331771545,1646.0
2025-10-31,18.508450156548953,1537.0
2025-11-01,18.90453080223723,1433.0
2025-11-02,12.355048619908423,1538.0
2025-11-03,15.908440755494517,1509.0
2025-11-04,15.94541200435034,1435.0
2025-11-05,13.970211077540212,1551.0
2025-11-06,15.32897603474464,1467.0
2025-11-07,14.765237427321571,1481.0
2025-11-08,20.595084319279472,1429.0
2025-11-09,19.06839827558716,1462.0
2025-11-10,19.848961921148938,1501.0
2025-11-11,18.860286043300842,1515.0
2025-11-12,15.272175580599988,1585.0
2025-11-13,16.596789237800593,1512.0
2025-11-14,18.74230873949671,1630.0
2025-11-15,15.43917815939836,1428.0
2025-11-16,19.431413589828303,1312.0
2025-11-17,17.648821531447055,1538.0
2025-11-18,17.505922196571348,1519.0
2025-11-19,19.805573753984195,1564.0
2025-11-20,19.402231012622263,1534.0
2025-11-21,17.923744659460063,1493.0
2025-11-22,21.098192122319816,1339.0
2025-11-23,16.753104643648943,1390.0
2025-11-24,20.28460434428089,1457.0
2025-11-25,20.378199781398752,1471.0
2025-11-26,18.713889558460835,1529.0
2025-11-27,20.127912912808032,1583.0
2025-11-28,17.117721131846405,1520.0
2025-11-29,21.6138979647583,1340.0
